,Unnamed: 0,PLAYER,POSITION,SEASON,GP,MIN,PTS,AST,BLK,DREB,EXP,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,HEIGHT,LOSES,NUM,OREB,PF,PLAYER_ID,PLUS_MINUS,REB,STL,TOV,TeamID,WEIGHT,WINS,AGE
1423,1423,Mike Bibby,G,2010,80.0,28.575,8.6,3.3125,0.1125,2.225,12,4.35,1.9125,0.4083749999999999,7.2,3.1,0.4049,0.775,0.4875,0.21146250000000005,6-2,31.0,0.0,0.2125,2.1875,1710,2.25,2.4375,0.625,1.2625,1610612748,195,49.0,33.0
1424,1424,Chris Bosh,F,2010,77.0,36.38961038961039,18.67532467532468,1.87012987012987,0.6363636363636364,6.493506493506493,7,0.3246753246753247,0.07792207792207792,0.06925974025974026,13.714285714285715,6.805194805194804,0.5001558441558441,6.116883116883117,4.987012987012987,0.7656753246753247,6-11,22.0,1.0,1.8311688311688312,2.2337662337662336,2547,7.831168831168831,8.324675324675324,0.7662337662337663,1.792207792207792,1610612748,235,55.0,27.0
1425,1425,Dwyane Wade,G,2010,76.0,37.131578947368425,25.53947368421053,4.552631578947368,1.1447368421052628,4.7631578947368425,7,2.7105263157894743,0.8289473684210527,0.2345394736842105,18.21052631578948,9.105263157894736,0.4965000000000001,8.578947368421053,6.5,0.7421842105263159,6-4,22.0,3.0,1.618421052631579,2.5921052631578947,2548,7.513157894736843,6.38157894736842,1.4605263157894737,3.1184210526315788,1610612748,220,54.0,29.0
1427,1427,LeBron James,F,2010,79.0,38.77215189873418,26.72151898734177,7.012658227848103,0.6329113924050633,6.4556962025316444,7,3.5316455696202533,1.1645569620253164,0.28446835443037977,18.79746835443038,9.594936708860759,0.5075189873417723,8.39240506329114,6.367088607594937,0.7318227848101264,6-8,22.0,6.0,1.0126582278481011,2.0632911392405062,2544,7.8354430379746836,7.4683544303797476,1.5696202531645569,3.59493670886076,1610612748,250,57.0,26.0
1428,1428,Zydrunas Ilgauskas,C,2010,72.0,15.930555555555555,5.0,0.3611111111111111,0.8055555555555556,2.4861111111111107,12,0.013888888888888888,0.0,0.0,4.4305555555555545,2.25,0.43084722222222216,0.6388888888888888,0.5,0.23379166666666665,7-3,21.0,11.0,1.5,2.5694444444444446,980,2.958333333333333,3.986111111111111,0.3194444444444444,0.7222222222222222,1610612748,260,51.0,36.0
1429,1429,Mike Miller,F,2010,41.0,20.463414634146346,5.560975609756096,1.2439024390243902,0.04878048780487805,3.5609756097560976,10,2.8780487804878048,1.0487804878048779,0.28797560975609754,4.926829268292684,1.9756097560975607,0.337,0.8292682926829268,0.5609756097560976,0.2715609756097561,6-8,14.0,13.0,0.9268292682926828,2.1463414634146343,2034,-0.8048780487804879,4.487804878048781,0.4878048780487805,1.0,1610612748,218,27.0,31.0
1430,1430,Mario Chalmers,G,2010,70.0,22.557142857142853,6.385714285714287,2.5285714285714285,0.1,1.9142857142857144,2,3.3,1.1857142857142855,0.30752857142857143,5.542857142857144,2.2142857142857144,0.3717571428571428,0.8857142857142857,0.7714285714285715,0.3523857142857143,6-2,18.0,15.0,0.17142857142857146,2.257142857142857,201596,3.7428571428571433,2.085714285714286,1.0857142857142856,1.3,1610612748,190,52.0,25.0
1432,1432,James Jones,F,2010,81.0,19.14814814814815,5.864197530864197,0.5308641975308642,0.2345679012345679,1.6913580246913582,7,3.54320987654321,1.5185185185185186,0.3960493827160493,4.271604938271604,1.8024691358024687,0.3892098765432098,0.8888888888888888,0.7407407407407407,0.34095061728395065,6-8,24.0,22.0,0.2839506172839506,1.5925925925925926,2592,2.962962962962963,1.9753086419753083,0.3580246913580247,0.25925925925925924,1610612748,215,57.0,30.0
1433,1433,Erick Dampier,C,2010,51.0,16.03921568627451,2.5098039215686274,0.4313725490196079,0.9215686274509804,2.431372549019608,14,0.0196078431372549,0.0,0.0,1.7450980392156863,1.0196078431372548,0.4588627450980393,0.8627450980392157,0.4705882352941176,0.19117647058823528,6-11,15.0,25.0,1.03921568627451,1.6078431372549018,956,2.176470588235294,3.4705882352941178,0.27450980392156865,0.6274509803921569,1610612748,265,36.0,35.0
1436,1436,Joel Anthony,C,2010,75.0,19.49333333333333,2.04,0.32,1.24,2.16,3,0.0,0.0,0.0,1.32,0.7066666666666667,0.3593333333333334,0.9733333333333334,0.6266666666666667,0.25278666666666666,6-9,20.0,50.0,1.3866666666666667,2.5866666666666664,201202,1.6,3.546666666666667,0.13333333333333333,0.48,1610612748,245,55.0,28.0
1437,1437,Eddie House,G,2010,56.0,17.464285714285715,6.4642857142857135,1.1071428571428572,0.05357142857142857,1.4821428571428572,10,3.125,1.2142857142857142,0.28787500000000005,5.732142857142858,2.2857142857142856,0.3104107142857142,0.7142857142857143,0.6785714285714286,0.3348214285714285,6-1,17.0,55.0,0.16071428571428573,1.2142857142857142,2067,1.9107142857142856,1.6428571428571428,0.5714285714285714,0.5178571428571429,1610612748,190,39.0,33.0
1438,1438,Drew Gooden,F,2010,35.0,24.6,11.314285714285715,1.3428571428571427,0.5142857142857142,4.714285714285714,8,0.5714285714285714,0.08571428571428573,0.038085714285714285,10.342857142857145,4.457142857142856,0.4244285714285714,2.914285714285714,2.3142857142857145,0.6190285714285715,6-10,21.0,0.0,2.085714285714286,2.8,2400,-1.0571428571428572,6.8,0.6,1.3142857142857145,1610612749,250,14.0,29.0
1439,1439,Brandon Jennings,G,2010,63.0,34.3968253968254,16.174603174603178,4.841269841269841,0.3333333333333333,3.0476190476190474,1,4.809523809523808,1.5555555555555556,0.30506349206349204,14.698412698412698,5.730158730158732,0.3728253968253968,3.9047619047619047,3.1587301587301586,0.7137301587301587,6-1,36.0,3.0,0.6666666666666666,2.0793650793650795,201943,-1.126984126984127,3.7142857142857135,1.5079365079365081,2.3174603174603177,1610612749,169,27.0,21.0
1440,1440,Corey Maggette,F,2010,67.0,20.95522388059701,12.014925373134327,1.2537313432835822,0.07462686567164177,2.9402985074626864,11,1.164179104477612,0.41791044776119396,0.2126865671641791,8.343283582089553,3.7761194029850738,0.4213134328358209,4.8507462686567155,4.044776119402985,0.7172686567164178,6-6,42.0,5.0,0.6567164179104478,2.611940298507463,1894,-1.3432835820895523,3.5970149253731343,0.31343283582089554,1.8955223880597007,1610612749,225,25.0,31.0
1441,1441,Andrew Bogut,C,2010,65.0,35.4,12.769230769230768,2.0153846153846158,2.5846153846153848,8.015384615384615,5,0.061538461538461535,0.0,0.0,11.415384615384614,5.646153846153848,0.4879692307692306,3.3384615384615386,1.4769230769230768,0.3975384615384615,7-0,37.0,6.0,3.0615384615384613,3.3384615384615386,101106,0.13846153846153847,11.076923076923077,0.7230769230769231,1.9230769230769231,1610612749,260,28.0,26.0
1442,1442,Ersan Ilyasova,F,2010,60.0,25.066666666666666,9.516666666666667,0.9333333333333332,0.4,4.333333333333333,2,2.0166666666666666,0.6,0.25055,8.45,3.683333333333333,0.4029999999999999,1.7333333333333334,1.55,0.4917666666666667,6-10,35.0,7.0,1.75,2.65,101141,1.0,6.083333333333332,0.85,1.05,1610612749,235,25.0,24.0
1444,1444,Carlos Delfino,F-G,2010,49.0,32.51020408163265,11.530612244897961,2.2857142857142856,0.16326530612244894,3.591836734693877,5,5.795918367346939,2.142857142857143,0.3175714285714286,10.469387755102039,4.081632653061225,0.3602653061224489,1.5306122448979589,1.2244897959183674,0.3744897959183674,6-6,28.0,10.0,0.4897959183673469,1.4693877551020411,2568,-1.7551020408163265,4.081632653061225,1.5510204081632653,1.163265306122449,1610612749,230,21.0,28.0
1445,1445,Earl Boykins,G,2010,57.0,15.175438596491228,7.157894736842105,2.473684210526316,0.05263157894736842,0.7017543859649122,11,1.2456140350877194,0.4736842105263158,0.1915263157894737,6.175438596491227,2.736842105263158,0.4231754385964912,1.4385964912280702,1.2105263157894737,0.3742631578947368,5-5,34.0,11.0,0.2631578947368421,0.7543859649122807,1863,0.7368421052631579,0.9649122807017544,0.6666666666666666,0.912280701754386,1610612749,133,23.0,35.0
1446,1446,Luc Mbah a Moute,F,2010,79.0,26.51898734177216,6.69620253164557,0.8607594936708861,0.35443037974683544,3.1772151898734178,2,0.08860759493670886,0.0,0.0,5.417721518987341,2.5063291139240507,0.4430126582278481,2.3797468354430378,1.6835443037974684,0.4600506329113924,6-8,45.0,12.0,2.1392405063291138,2.278481012658228,201601,-0.7468354430379747,5.316455696202532,0.9113924050632912,0.9746835443037974,1610612749,230,34.0,24.0
1447,1447,John Salmons,G,2010,73.0,34.98630136986301,14.027397260273972,3.4520547945205484,0.3835616438356164,3.2739726027397262,8,3.0,1.1369863013698631,0.3916027397260273,12.301369863013699,5.109589041095892,0.4002328767123287,3.287671232876712,2.6712328767123292,0.6757671232876712,6-6,43.0,15.0,0.3698630136986301,2.150684931506849,2422,-0.7808219178082192,3.6438356164383565,0.9863013698630136,1.8767123287671232,1610612749,207,30.0,31.0
1448,1448,Chris Douglas-Roberts,F,2010,44.0,20.09090909090909,7.340909090909091,1.1363636363636365,0.2954545454545455,1.8409090909090908,2,1.0454545454545454,0.3409090909090909,0.17652272727272725,6.204545454545454,2.659090909090909,0.3776590909090909,2.022727272727273,1.681818181818182,0.4861590909090909,6-7,25.0,17.0,0.1590909090909091,1.6590909090909092,201604,-0.5227272727272727,2.0,0.6590909090909091,0.7954545454545454,1610612749,210,19.0,24.0
1451,1451,Keyon Dooling,G,2010,80.0,21.9875,7.1375,3.0375,0.05,1.3125,10,2.925,1.0125,0.2863875,6.4875,2.575,0.3717,1.175,0.975,0.3739625,6-3,45.0,55.0,0.15,1.4875,2039,0.925,1.4625,0.675,1.1375,1610612749,195,35.0,31.0
1452,1452,Sebastian Telfair,G,2010,37.0,19.21621621621621,7.1891891891891895,3.0,0.08108108108108109,1.0,6,2.108108108108108,0.7567567567567568,0.22102702702702706,6.513513513513512,2.621621621621621,0.3439459459459459,1.6216216216216215,1.1891891891891893,0.3774864864864865,6-0,26.0,3.0,0.4594594594594595,1.7297297297297298,2742,-2.4054054054054053,1.4594594594594594,0.6756756756756757,1.7297297297297298,1610612750,175,11.0,26.0
1453,1453,Wesley Johnson,G-F,2010,79.0,26.177215189873422,8.974683544303796,1.873417721518988,0.6835443037974683,2.392405063291139,R,3.6582278481012658,1.3037974683544304,0.3351772151898734,8.632911392405063,3.430379746835444,0.3885949367088607,1.1645569620253164,0.810126582278481,0.29201265822784817,6-7,62.0,4.0,0.6455696202531646,2.0632911392405062,202325,-2.7848101265822787,3.0379746835443036,0.7341772151898734,1.2025316455696202,1610612750,205,17.0,23.0
1454,1454,Martell Webster,G-F,2010,46.0,23.782608695652176,9.847826086956523,1.1521739130434785,0.1956521739130435,2.4130434782608696,5,2.8695652173913038,1.1956521739130437,0.3631086956521739,7.391304347826088,3.3043478260869565,0.4315,2.652173913043478,2.0434782608695654,0.5551739130434783,6-7,39.0,5.0,0.7826086956521741,2.1956521739130435,101110,-5.456521739130435,3.1956521739130435,0.6086956521739131,1.2608695652173914,1610612750,235,7.0,24.0
1455,1455,Michael Beasley,F,2010,73.0,32.39726027397261,19.191780821917806,2.164383561643836,0.7123287671232876,3.9863013698630136,2,2.246575342465753,0.821917808219178,0.3216438356164384,17.06849315068493,7.684931506849315,0.4399726027397259,3.9863013698630136,3.0,0.6475342465753425,6-10,59.0,8.0,1.6164383561643836,3.041095890410959,201563,-3.863013698630137,5.602739726027397,0.7397260273972602,2.6712328767123292,1610612750,235,14.0,22.0
1456,1456,Jonny Flynn,G,2010,53.0,18.60377358490566,5.264150943396227,3.4339622641509435,0.05660377358490566,1.2264150943396226,1,1.8867924528301887,0.5849056603773585,0.2395849056603773,5.584905660377358,2.037735849056604,0.33601886792452834,0.7924528301886793,0.6037735849056604,0.30660377358490565,6-0,43.0,10.0,0.22641509433962265,1.0943396226415094,201938,-3.3584905660377364,1.4528301886792452,0.6415094339622641,2.1320754716981134,1610612750,185,10.0,22.0
1457,1457,Luke Ridnour,G,2010,71.0,30.43661971830986,11.830985915492954,5.408450704225352,0.14084507042253522,2.2816901408450705,7,2.591549295774648,1.1408450704225352,0.3926760563380281,9.591549295774648,4.492957746478873,0.4863380281690142,1.9295774647887325,1.704225352112676,0.6196619718309858,6-2,58.0,13.0,0.5211267605633803,2.056338028169014,2557,-3.4647887323943665,2.8028169014084505,1.2535211267605637,2.2253521126760565,1610612750,175,13.0,30.0
1460,1460,Wayne Ellington,G,2010,62.0,19.06451612903226,6.612903225806452,1.1612903225806452,0.04838709677419355,1.3225806451612905,1,1.9516129032258065,0.7741935483870968,0.2821935483870968,6.403225806451613,2.5806451612903225,0.3950806451612904,0.8548387096774194,0.6774193548387096,0.2795645161290322,6-4,48.0,19.0,0.41935483870967744,1.3709677419354838,201961,-3.2741935483870965,1.7419354838709675,0.4516129032258064,0.8548387096774194,1610612750,200,14.0,23.0
1461,1461,Darko Milicic,C,2010,69.0,24.420289855072465,8.782608695652174,1.5072463768115942,2.028985507246377,3.289855072463768,7,0.0,0.0,0.0,8.376811594202897,3.927536231884058,0.4290144927536231,1.6666666666666667,0.927536231884058,0.3427391304347826,7-0,54.0,31.0,1.9275362318840576,3.318840579710145,2545,-3.4782608695652173,5.217391304347826,0.7826086956521741,2.188405797101449,1610612750,275,15.0,26.0
1463,1463,Kevin Love,F-C,2010,73.0,35.794520547945204,20.21917808219178,2.5205479452054798,0.3835616438356164,10.712328767123287,2,2.8904109589041096,1.2054794520547945,0.3123287671232877,14.054794520547945,6.602739726027397,0.4569863013698629,6.835616438356165,5.808219178082192,0.7987534246575341,6-10,56.0,42.0,4.5205479452054815,2.0273972602739727,201567,-3.7260273972602738,15.232876712328768,0.6164383561643836,2.1232876712328768,1610612750,260,17.0,22.0
1464,1464,Anthony Tolliver,F,2010,65.0,20.923076923076927,6.676923076923077,1.2615384615384615,0.4307692307692308,3.1230769230769235,2,1.7692307692307692,0.7230769230769231,0.3072615384615385,4.815384615384615,2.169230769230769,0.41090769230769225,2.0153846153846158,1.6153846153846154,0.5097384615384616,6-9,53.0,44.0,1.4153846153846157,2.230769230769231,201229,-1.1846153846153846,4.538461538461538,0.4307692307692308,0.7538461538461538,1610612750,243,12.0,26.0
1466,1466,Jordan Farmar,G,2010,73.0,24.616438356164387,9.602739726027398,5.0410958904109595,0.0821917808219178,2.041095890410959,4,4.1643835616438345,1.4931506849315068,0.3401369863013699,8.917808219178081,3.493150684931507,0.3889863013698631,1.3698630136986298,1.1232876712328768,0.3722465753424658,6-2,50.0,2.0,0.3287671232876712,1.7534246575342465,200770,-2.3972602739726026,2.3698630136986303,0.8493150684931506,1.904109589041096,1610612751,180,23.0,24.0
1468,1468,Deron Williams,G,2010,65.0,37.846153846153854,20.13846153846153,10.261538461538462,0.2307692307692308,3.3846153846153846,5,4.876923076923077,1.6153846153846154,0.3073076923076923,15.0,6.584615384615384,0.4274153846153848,6.338461538461537,5.3538461538461535,0.8003384615384616,6-3,32.0,8.0,0.6153846153846154,2.9230769230769242,101114,-1.8307692307692307,4.0,1.2153846153846153,3.5384615384615383,1610612751,209,33.0,27.0
1470,1470,Brook Lopez,C,2010,82.0,35.21951219512195,20.402439024390247,1.5731707317073171,1.4634146341463414,3.5487804878048776,2,0.012195121951219513,0.0,0.0,15.96341463414634,7.853658536585367,0.4814878048780489,5.963414634146342,4.6951219512195115,0.7580609756097559,7-0,58.0,11.0,2.4024390243902443,2.926829268292684,201572,-3.8536585365853657,5.951219512195122,0.573170731707317,2.1463414634146343,1610612751,265,24.0,23.0
1472,1472,Sasha Vujacic,G,2010,67.0,24.55223880597015,9.791044776119405,1.9701492537313432,0.07462686567164177,2.328358208955224,6,3.91044776119403,1.4477611940298507,0.33119402985074625,8.880597014925373,3.567164179104477,0.37446268656716414,1.4328358208955223,1.208955223880597,0.4378059701492537,6-7,41.0,20.0,0.4477611940298508,2.029850746268657,2756,-4.134328358208955,2.7761194029850738,0.8059701492537313,0.9850746268656716,1610612751,205,26.0,27.0
1473,1473,Travis Outlaw,F,2010,82.0,28.731707317073173,9.219512195121947,1.024390243902439,0.4390243902439024,3.3048780487804885,7,3.0731707317073167,0.9268292682926828,0.25571951219512196,8.914634146341463,3.3414634146341466,0.3715853658536585,2.0853658536585367,1.6097560975609757,0.4907804878048781,6-9,58.0,21.0,0.6585365853658537,1.804878048780488,2566,-4.243902439024391,3.963414634146341,0.4146341463414634,0.8658536585365854,1610612751,207,24.0,26.0
1474,1474,Anthony Morrow,G,2010,58.0,32.0,13.172413793103447,1.1724137931034482,0.1206896551724138,2.327586206896552,2,4.4827586206896575,1.8965517241379308,0.4122758620689655,10.689655172413792,4.810344827586206,0.4294655172413794,1.8448275862068968,1.6551724137931034,0.538448275862069,6-5,41.0,22.0,0.6379310344827587,2.327586206896552,201627,-2.0689655172413794,2.9655172413793105,0.3275862068965517,0.9310344827586208,1610612751,210,17.0,25.0
1475,1475,Stephen Graham,G-F,2010,59.0,16.16949152542373,3.3559322033898304,0.6779661016949152,0.01694915254237288,1.7966101694915255,5,0.3559322033898305,0.0847457627118644,0.05367796610169491,3.3898305084745757,1.3728813559322033,0.3307627118644068,0.6440677966101694,0.5254237288135594,0.20622033898305084,6-6,40.0,26.0,0.288135593220339,1.7966101694915255,101211,-5.016949152542373,2.0847457627118646,0.23728813559322035,0.6440677966101694,1610612751,215,19.0,29.0
1478,1478,Kris Humphries,F,2010,74.0,27.824324324324326,10.013513513513514,1.135135135135135,1.0810810810810811,7.378378378378378,6,0.013513513513513514,0.0,0.0,7.878378378378378,4.148648648648647,0.5471621621621621,2.581081081081081,1.7162162162162162,0.4416216216216217,6-9,51.0,43.0,3.0405405405405403,2.27027027027027,2743,-3.2972972972972974,10.41891891891892,0.4459459459459459,1.391891891891892,1610612751,235,23.0,26.0
1480,1480,Amar'e Stoudemire,F-C,2010,78.0,36.80769230769232,25.26923076923077,2.58974358974359,1.9230769230769231,5.615384615384616,8,0.2948717948717949,0.1282051282051282,0.09188461538461536,19.0,9.538461538461537,0.5065512820512821,7.653846153846151,6.064102564102564,0.7563846153846152,6-10,39.0,1.0,2.5384615384615383,3.5128205128205128,2405,0.8076923076923077,8.153846153846152,0.9102564102564102,3.2051282051282053,1610612752,240,39.0,28.0
1482,1482,Shawne Williams,F,2010,64.0,20.703125,7.09375,0.734375,0.796875,2.796875,4,3.3125,1.328125,0.3344843750000001,6.015625,2.5625,0.412546875,0.765625,0.640625,0.24021875,6-9,31.0,3.0,0.9375,2.5625,200761,0.03125,3.734375,0.609375,0.71875,1610612752,230,33.0,25.0
1483,1483,Chauncey Billups,G,2010,72.0,32.06944444444444,16.77777777777778,5.375,0.19444444444444445,2.2916666666666665,13,5.041666666666667,2.0277777777777777,0.3845277777777778,11.027777777777779,4.708333333333333,0.4198333333333333,5.8194444444444455,5.333333333333333,0.8765138888888886,6-3,34.0,4.0,0.3472222222222222,2.0277777777777777,1497,1.6388888888888888,2.6388888888888893,0.9861111111111112,2.458333333333333,1610612752,210,38.0,34.0
1485,1485,Landry Fields,G,2010,82.0,30.97560975609756,9.719512195121947,1.8902439024390243,0.2073170731707317,5.073170731707316,R,2.6707317073170733,1.0487804878048779,0.33978048780487796,7.3414634146341475,3.6463414634146334,0.4963658536585366,1.7926829268292683,1.3780487804878048,0.475609756097561,6-7,40.0,6.0,1.2804878048780488,1.3902439024390243,202361,0.8414634146341463,6.353658536585367,0.975609756097561,1.304878048780488,1610612752,210,42.0,23.0
