,Unnamed: 0,PLAYER,POSITION,SEASON,GP,MIN,PTS,AST,BLK,DREB,EXP,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,HEIGHT,LOSES,NUM,OREB,PF,PLAYER_ID,PLUS_MINUS,REB,STL,TOV,TeamID,WEIGHT,WINS,AGE
1328,1328,Ronnie Brewer,G,2010,81.0,22.0,6.209876543209878,1.728395061728395,0.2716049382716049,2.555555555555556,4,0.3333333333333333,0.07407407407407407,0.043209876543209874,5.271604938271605,2.5308641975308643,0.4643703703703704,1.6419753086419753,1.0740740740740742,0.3641975308641976,6-7,20.0,11.0,0.6790123456790124,1.0123456790123455,200758,2.9506172839506166,3.2345679012345685,1.308641975308642,0.6790123456790124,1610612741,227,61.0,26.0
1329,1329,Joakim Noah,C,2010,48.0,32.8125,11.6875,2.2291666666666665,1.5,6.583333333333332,3,0.02083333333333333,0.0,0.0,8.375,4.395833333333333,0.5162083333333334,3.9166666666666665,2.895833333333333,0.5916458333333333,6-11,12.0,13.0,3.7916666666666665,3.25,201149,3.7083333333333335,10.375,1.0,1.875,1610612741,232,36.0,26.0
1331,1331,Taj Gibson,F,2010,80.0,21.8125,7.1125,0.725,1.325,3.7,1,0.1,0.0125,0.0125,6.275,2.925,0.4841500000000001,1.85,1.25,0.398325,6-9,20.0,22.0,2.025,2.5375,201959,3.2625,5.725,0.4875,0.8875,1610612741,225,60.0,26.0
1333,1333,Kyle Korver,G-F,2010,82.0,20.085365853658537,8.304878048780488,1.5121951219512195,0.24390243902439024,1.6829268292682926,7,3.524390243902439,1.4634146341463414,0.4257073170731707,6.7926829268292686,2.9512195121951224,0.42840243902439024,1.0609756097560976,0.9390243902439024,0.4345487804878048,6-7,20.0,26.0,0.14634146341463414,1.9024390243902445,2594,3.719512195121952,1.8292682926829267,0.4268292682926829,0.7317073170731707,1610612741,212,62.0,30.0
1335,1335,Kurt Thomas,C,2010,52.0,22.69230769230769,4.057692307692308,1.1538461538461535,0.8076923076923077,4.346153846153847,15,0.019230769230769232,0.019230769230769232,0.019230769230769232,3.5769230769230766,1.8269230769230769,0.4563269230769231,0.6153846153846154,0.38461538461538464,0.17628846153846153,6-9,13.0,40.0,1.4423076923076923,3.1538461538461537,703,3.0384615384615383,5.788461538461537,0.6153846153846154,0.8076923076923077,1610612741,230,39.0,38.0
1336,1336,Rasual Butler,G-F,2010,47.0,16.404255319148938,4.723404255319148,0.5744680851063829,0.3191489361702128,1.425531914893617,8,2.8936170212765964,0.9787234042553192,0.2465531914893617,5.042553191489362,1.6808510638297869,0.28323404255319146,0.5744680851063829,0.3829787234042553,0.14751063829787234,6-7,30.0,45.0,0.2127659574468085,0.7872340425531915,2446,-1.9148936170212767,1.6382978723404256,0.1702127659574468,0.5106382978723404,1610612741,215,17.0,32.0
1337,1337,Shawn Marion,F,2010,80.0,28.1625,12.4875,1.375,0.625,4.7875,11,0.4125,0.0625,0.0375,10.425,5.425,0.5041625,2.05,1.575,0.5551125,6-7,24.0,0.0,2.1,1.8,1890,-0.0125,6.873417721518988,0.85,1.625,1610612742,228,56.0,33.0
1338,1338,Jason Kidd,G,2010,80.0,33.1,7.875,8.1875,0.3625,3.95,16,4.8875,1.6625,0.3352125,7.45,2.6875,0.36135,0.9625,0.8375,0.3875,6-4,24.0,2.0,0.4375,1.4875,467,2.1625,4.379746835443038,1.675,2.2375,1610612742,210,56.0,38.0
1341,1341,Tyson Chandler,C,2010,74.0,27.783783783783782,10.108108108108107,0.4324324324324325,1.0810810810810811,6.567567567567568,9,0.0,0.0,0.0,5.5,3.5945945945945947,0.6661891891891891,3.9864864864864864,2.918918918918919,0.6167432432432433,7-1,20.0,6.0,2.783783783783784,3.2432432432432434,2199,4.013513513513513,9.383561643835618,0.4864864864864865,1.1891891891891893,1610612742,235,54.0,28.0
1342,1342,J.J. Barea,G,2010,81.0,20.567901234567906,9.493827160493828,3.91358024691358,0.012345679012345678,1.6049382716049383,4,2.333333333333333,0.8148148148148148,0.3322962962962963,8.012345679012345,3.5185185185185186,0.4254938271604938,1.938271604938272,1.6419753086419753,0.5397283950617284,6-0,25.0,11.0,0.3580246913580247,1.6790123456790125,200826,1.9259259259259256,1.975,0.3703703703703704,1.6790123456790125,1610612742,175,56.0,27.0
1343,1343,Corey Brewer,F,2010,69.0,21.88405797101449,8.0,1.289855072463768,0.2318840579710145,1.710144927536232,3,1.6231884057971016,0.43478260869565216,0.18139130434782608,7.072463768115942,2.7971014492753623,0.3865507246376811,2.782608695652174,1.9710144927536235,0.4989130434782608,6-9,47.0,13.0,0.8260869565217391,2.3043478260869565,201147,-1.884057971014493,2.5362318840579707,1.4492753623188406,1.2608695652173914,1610612742,188,22.0,25.0
1344,1344,Peja Stojakovic,F,2010,33.0,18.727272727272727,8.484848484848484,0.8787878787878788,0.060606060606060615,1.8484848484848484,12,4.121212121212121,1.7272727272727273,0.4386060606060606,6.878787878787879,3.0303030303030303,0.4306363636363637,0.7575757575757576,0.696969696969697,0.3636363636363637,6-10,8.0,16.0,0.42424242424242425,0.7272727272727273,978,3.7575757575757582,2.272727272727273,0.3939393939393939,0.5151515151515151,1610612742,229,25.0,34.0
1347,1347,Jason Terry,G,2010,82.0,31.256097560975608,15.768292682926829,4.073170731707316,0.15853658536585366,1.5731707317073171,11,4.280487804878049,1.548780487804878,0.339280487804878,13.304878048780491,6.0,0.4426463414634148,2.609756097560976,2.2195121951219514,0.6403170731707316,6-2,25.0,31.0,0.2926829268292683,1.7073170731707317,1891,4.036585365853658,1.8641975308641976,1.1341463414634143,2.0365853658536586,1610612742,180,57.0,33.0
1348,1348,Brendan Haywood,C,2010,72.0,18.527777777777786,4.4444444444444455,0.2638888888888889,1.0277777777777777,3.430555555555556,9,0.013888888888888888,0.0,0.0,3.0972222222222223,1.7777777777777777,0.5040277777777779,2.458333333333333,0.8888888888888888,0.26751388888888883,7-0,22.0,33.0,1.7916666666666667,2.0277777777777777,2217,-0.16666666666666666,5.197183098591549,0.2222222222222222,0.7083333333333334,1610612742,263,50.0,31.0
1350,1350,Dirk Nowitzki,F,2010,73.0,34.315068493150676,23.02739726027397,2.602739726027397,0.6438356164383562,6.342465753424658,12,2.3013698630136985,0.9041095890410958,0.3498082191780821,16.150684931506852,8.356164383561643,0.5276438356164382,6.068493150684931,5.410958904109589,0.8362602739726027,7-0,18.0,41.0,0.6849315068493149,2.356164383561644,1717,7.301369863013699,7.027397260273973,0.5205479452054794,1.8767123287671232,1610612742,245,55.0,33.0
1351,1351,DeShawn Stevenson,G,2010,72.0,16.02777777777778,5.3194444444444455,1.0694444444444444,0.06944444444444445,1.1944444444444444,10,3.458333333333333,1.3055555555555556,0.320625,4.583333333333333,1.7777777777777777,0.3367222222222221,0.5972222222222222,0.4583333333333333,0.1939861111111111,6-5,23.0,92.0,0.2777777777777778,0.9861111111111112,2052,0.4305555555555556,1.4788732394366195,0.2916666666666667,0.6111111111111112,1610612742,218,49.0,30.0
1353,1353,Ty Lawson,G,2010,80.0,26.325,11.6625,4.7125,0.05,1.775,1,2.1375,0.8625,0.28198749999999995,8.6,4.325,0.4671625,2.8125,2.15,0.520075,5-11,31.0,3.0,0.8375,1.6625,201951,2.925,2.6125,1.0,1.7125,1610612743,195,49.0,23.0
1354,1354,Kenyon Martin,F,2010,48.0,25.70833333333333,8.625,2.270833333333333,0.7291666666666666,4.791666666666667,10,0.1875,0.04166666666666666,0.04166666666666666,7.541666666666668,3.8541666666666665,0.499625,1.5,0.875,0.3861666666666666,6-9,17.0,4.0,1.3958333333333333,2.833333333333333,2030,4.229166666666667,6.1875,0.8958333333333334,1.2291666666666667,1610612743,240,31.0,33.0
1355,1355,JR Smith,F-G,2010,79.0,24.88607594936709,12.265822784810126,2.2151898734177213,0.20253164556962025,3.5063291139240507,6,4.0253164556962036,1.5696202531645569,0.2964430379746836,9.924050632911392,4.316455696202532,0.412746835443038,2.79746835443038,2.0632911392405062,0.5525063291139239,6-6,30.0,5.0,0.569620253164557,2.189873417721519,2747,3.1772151898734178,4.075949367088608,1.1645569620253164,1.2658227848101269,1610612743,220,49.0,25.0
1356,1356,Arron Afflalo,G,2010,69.0,33.72463768115942,12.565217391304348,2.4347826086956523,0.4492753623188406,2.9855072463768115,3,3.5942028985507246,1.5217391304347827,0.3871884057971015,9.08695652173913,4.521739130434782,0.47485507246376796,2.36231884057971,2.0,0.6140289855072465,6-5,29.0,6.0,0.6521739130434783,2.217391304347826,201167,2.289855072463768,3.63768115942029,0.4927536231884058,1.0289855072463767,1610612743,215,40.0,25.0
1357,1357,Al Harrington,F,2010,73.0,22.767123287671232,10.47945205479452,1.3835616438356164,0.136986301369863,3.506849315068493,12,4.493150684931507,1.6027397260273972,0.3245342465753424,9.246575342465754,3.849315068493152,0.40713698630136974,1.6027397260273972,1.178082191780822,0.3957671232876713,6-9,28.0,7.0,1.0410958904109588,2.767123287671233,1733,1.7945205479452055,4.5479452054794525,0.5342465753424658,1.452054794520548,1610612743,250,45.0,31.0
1358,1358,Danilo Gallinari,F,2010,62.0,33.96774193548387,15.64516129032258,1.6774193548387095,0.4354838709677419,3.967741935483871,2,4.725806451612904,1.6612903225806452,0.32290322580645164,10.322580645161286,4.274193548387096,0.41200000000000014,6.306451612903228,5.435483870967742,0.7418387096774194,6-10,28.0,8.0,0.9516129032258064,2.3225806451612905,201568,1.064516129032258,4.919354838709677,0.8225806451612904,1.3387096774193548,1610612743,225,34.0,22.0
1359,1359,Chris Andersen,F-C,2010,45.0,16.177777777777774,5.5555555555555545,0.4444444444444444,1.2888888888888892,3.2,8,0.022222222222222227,0.0,0.0,3.0444444444444443,1.8222222222222224,0.5028888888888887,3.0,1.9111111111111112,0.4332666666666667,6-10,16.0,11.0,1.6666666666666667,1.7555555555555555,2365,1.9777777777777776,4.866666666666666,0.5111111111111111,0.5555555555555556,1610612743,228,29.0,32.0
1360,1360,Raymond Felton,G,2010,75.0,36.57333333333333,15.52,8.333333333333334,0.14666666666666667,2.9466666666666668,5,4.386666666666667,1.5466666666666666,0.3243066666666667,13.4,5.6933333333333325,0.4236533333333334,3.2133333333333334,2.5866666666666664,0.7076266666666667,6-1,31.0,20.0,0.64,2.0,101109,1.7866666666666666,3.5866666666666664,1.6666666666666667,2.9466666666666668,1610612743,205,44.0,27.0
1361,1361,Wilson Chandler,F,2010,72.0,33.291666666666664,15.277777777777779,1.6666666666666667,1.3055555555555556,4.625,3,4.4444444444444455,1.5555555555555556,0.3291666666666665,13.236111111111107,5.958333333333332,0.4486944444444444,2.2361111111111107,1.805555555555556,0.5891805555555555,6-8,31.0,21.0,1.0416666666666667,2.763888888888889,201163,2.4444444444444446,5.666666666666668,0.6666666666666666,1.4444444444444444,1610612743,225,41.0,24.0
1363,1363,Nene,C,2010,75.0,30.586666666666666,14.546666666666667,1.9866666666666664,0.9733333333333334,5.68,8,0.06666666666666668,0.013333333333333334,0.013333333333333334,8.72,5.36,0.6181733333333334,5.36,3.8133333333333335,0.7016666666666663,6-11,29.0,31.0,1.9333333333333331,3.1733333333333333,2403,4.266666666666667,7.613333333333332,1.12,1.7866666666666666,1610612743,250,46.0,28.0
1366,1366,Dorell Wright,F,2010,82.0,38.39024390243903,16.390243902439025,2.9512195121951224,0.7682926829268293,4.182926829268292,6,6.2926829268292686,2.365853658536585,0.3420487804878048,13.975609756097562,5.914634146341463,0.4155243902439024,2.7804878048780486,2.1951219512195124,0.5430365853658536,6-9,46.0,1.0,1.0731707317073171,2.0853658536585367,2748,-1.6097560975609757,5.2560975609756095,1.5121951219512195,1.6219512195121952,1610612744,205,36.0,25.0
1370,1370,Monta Ellis,G,2010,80.0,40.35,24.1125,5.625,0.2875,2.9625,5,4.7375,1.7125,0.3337125,20.1375,9.075,0.44005,5.3875,4.25,0.7098499999999998,6-3,45.0,8.0,0.55,2.5375,101145,-2.9,3.5125,2.1,3.15,1610612744,185,35.0,25.0
1371,1371,David Lee,F-C,2010,73.0,36.109589041095894,16.479452054794518,3.191780821917808,0.4246575342465753,6.808219178082192,5,0.0410958904109589,0.0136986301369863,0.0136986301369863,13.397260273972602,6.794520547945205,0.5032876712328764,3.6575342465753424,2.8767123287671232,0.7104794520547945,6-9,38.0,10.0,2.9726027397260286,2.8904109589041096,101135,-1.6301369863013702,9.780821917808217,1.0136986301369864,2.3287671232876708,1610612744,240,35.0,28.0
1372,1372,Andris Biedrins,C,2010,59.0,23.71186440677966,4.983050847457627,1.0169491525423728,0.8813559322033898,4.7627118644067785,6,0.0,0.0,0.0,4.508474576271187,2.406779661016949,0.5305762711864406,0.5254237288135594,0.1694915254237288,0.08050847457627118,7-0,33.0,15.0,2.4576271186440684,3.3559322033898304,2740,-3.9661016949152543,7.220338983050849,0.8813559322033898,0.9661016949152542,1610612744,240,26.0,25.0
1373,1373,Lou Amundson,F,2010,46.0,15.065217391304348,4.3478260869565215,0.3695652173913043,0.7173913043478259,2.260869565217391,4,0.0,0.0,0.0,3.978260869565217,1.8043478260869563,0.3857826086956521,1.891304347826087,0.7391304347826086,0.2245217391304348,6-9,26.0,19.0,1.7608695652173914,1.891304347826087,200811,-1.891304347826087,4.021739130434782,0.3043478260869565,0.5217391304347826,1610612744,225,20.0,28.0
1374,1374,Ekpe Udoh,F,2010,58.0,17.775862068965516,4.068965517241379,0.6896551724137931,1.4827586206896552,1.7413793103448276,R,0.0,0.0,0.0,3.827586206896552,1.6724137931034482,0.34979310344827585,1.1034482758620692,0.7241379310344828,0.27443103448275863,6-10,30.0,20.0,1.3793103448275863,2.4827586206896552,202327,1.8103448275862069,3.1206896551724137,0.3793103448275862,0.8275862068965517,1610612744,245,28.0,24.0
1375,1375,Al Thornton,F,2010,71.0,19.464788732394368,7.380281690140845,0.8732394366197183,0.16901408450704225,2.2112676056338034,3,0.3661971830985916,0.056338028169014086,0.035211267605633804,6.070422535211267,2.8873239436619715,0.4793380281690142,2.0,1.5492957746478873,0.4510281690140844,6-8,50.0,23.0,0.7887323943661971,2.014084507042253,201154,-2.0422535211267605,3.0,0.4929577464788733,0.9014084507042254,1610612744,235,21.0,27.0
1376,1376,Stephen Curry,G,2010,74.0,33.66216216216216,18.55405405405405,5.837837837837838,0.2702702702702703,3.1621621621621623,1,4.621621621621622,2.0405405405405403,0.4252027027027027,14.229729729729733,6.8243243243243255,0.4725405405405405,3.0675675675675675,2.864864864864865,0.7876351351351352,6-3,41.0,30.0,0.7027027027027027,3.1486486486486487,201939,-0.20270270270270271,3.864864864864865,1.4729729729729732,3.0540540540540535,1610612744,185,33.0,23.0
1378,1378,Reggie Williams,G,2010,80.0,20.3875,9.225,1.5125,0.0375,2.1375,1,3.0125,1.275,0.34777499999999995,7.15,3.35,0.4207375,1.675,1.25,0.3731,6-6,44.0,55.0,0.5625,1.55,202130,-0.825,2.7,0.35,0.7125,1610612744,205,36.0,24.0
1379,1379,Vladimir Radmanovic,F,2010,74.0,15.770270270270267,5.0540540540540535,1.0675675675675675,0.5945945945945946,2.0,9,2.3378378378378377,0.945945945945946,0.31912162162162155,4.297297297297297,1.8513513513513515,0.3874459459459461,0.4594594594594595,0.40540540540540543,0.1925675675675676,6-10,42.0,77.0,0.8648648648648649,2.121621621621621,2209,0.7027027027027027,2.864864864864865,0.5945945945945946,0.7702702702702703,1610612744,235,32.0,30.0
1381,1381,Goran Dragic,G,2010,70.0,17.65714285714286,7.4714285714285715,2.914285714285714,0.14285714285714285,1.5142857142857142,2,2.2142857142857144,0.8,0.2838,6.3,2.742857142857144,0.4071,1.9,1.1857142857142855,0.3454142857142857,6-3,33.0,3.0,0.5142857142857142,1.7857142857142858,201609,-3.0428571428571427,2.0285714285714285,0.7142857142857143,1.6714285714285717,1610612745,190,37.0,25.0
1382,1382,Luis Scola,F,2010,74.0,32.58108108108108,18.27027027027027,2.5,0.5945945945945946,6.202702702702703,3,0.040540540540540536,0.0,0.0,15.256756756756756,7.689189189189189,0.4988378378378379,3.918918918918919,2.891891891891892,0.6244054054054055,6-9,36.0,4.0,1.9864864864864864,3.0675675675675675,2449,3.0945945945945947,8.189189189189191,0.6486486486486487,1.9864864864864864,1610612745,245,38.0,31.0
1383,1383,Courtney Lee,G,2010,81.0,21.28395061728395,8.296296296296296,1.2345679012345678,0.2222222222222222,1.9506172839506173,2,2.1481481481481484,0.8765432098765432,0.30235802469135803,7.1111111111111125,3.1234567901234573,0.4001111111111111,1.4814814814814814,1.1728395061728396,0.4193456790123457,6-5,38.0,5.0,0.6296296296296297,1.2592592592592593,201584,0.13580246913580246,2.580246913580248,0.7160493827160493,0.8395061728395061,1610612745,200,43.0,25.0
1384,1384,Kyle Lowry,G,2010,75.0,34.17333333333333,13.48,6.666666666666668,0.30666666666666664,2.933333333333333,4,4.573333333333333,1.72,0.33304,10.786666666666667,4.6,0.4062666666666667,3.3466666666666667,2.56,0.6147199999999998,6-0,35.0,7.0,1.1866666666666668,2.76,200768,4.1466666666666665,4.12,1.36,2.1066666666666665,1610612745,205,40.0,25.0
1385,1385,Chase Budinger,F,2010,78.0,22.320512820512814,9.807692307692307,1.6282051282051282,0.2307692307692308,2.935897435897436,1,3.5128205128205128,1.1410256410256407,0.2981666666666666,8.410256410256409,3.5769230769230766,0.3926153846153846,1.7692307692307692,1.5128205128205128,0.4477820512820513,6-7,37.0,10.0,0.6666666666666666,1.4615384615384617,201978,1.8333333333333333,3.6025641025641018,0.5256410256410257,0.8589743589743589,1610612745,218,41.0,23.0
1387,1387,Kevin Martin,G,2010,80.0,32.5875,23.45,2.475,0.1875,2.875,6,5.7375,2.2,0.3767249999999999,15.8375,6.9125,0.4325,8.3625,7.425,0.8512374999999999,6-7,38.0,12.0,0.35,1.9375,2755,2.0375,3.225,1.0,2.3,1610612745,185,42.0,28.0
1388,1388,Jordan Hill,C-F,2010,72.0,15.583333333333336,5.638888888888888,0.4027777777777778,0.7222222222222222,2.4722222222222223,1,0.027777777777777776,0.0,0.0,4.888888888888889,2.4027777777777777,0.4491527777777777,1.1805555555555556,0.8333333333333334,0.3048611111111111,6-10,34.0,27.0,1.7777777777777777,2.180555555555556,201941,-2.1388888888888893,4.25,0.19444444444444445,0.8611111111111112,1610612745,235,38.0,23.0
1390,1390,Chuck Hayes,C,2010,74.0,28.121621621621625,7.864864864864867,2.72972972972973,0.6621621621621622,5.135135135135135,5,0.027027027027027032,0.0,0.0,6.256756756756758,3.2972972972972974,0.5104864864864865,1.9189189189189189,1.2702702702702702,0.4227027027027027,6-6,33.0,44.0,2.95945945945946,2.7027027027027017,101236,2.8378378378378377,8.094594594594595,1.0675675675675675,1.162162162162162,1610612745,238,41.0,28.0
1392,1392,Brad Miller,C,2010,60.0,16.983333333333334,6.366666666666666,2.4166666666666665,0.35,2.966666666666667,12,1.7833333333333334,0.6666666666666666,0.24865,4.933333333333334,2.2,0.3800666666666667,1.5666666666666669,1.3,0.42025,7-0,28.0,52.0,0.7333333333333333,1.6333333333333333,1802,0.7166666666666667,3.7,0.4666666666666667,0.9,1610612745,261,32.0,35.0
1393,1393,Patrick Patterson,F,2010,52.0,16.73076923076923,6.307692307692308,0.7884615384615384,0.7115384615384616,2.1923076923076925,R,0.038461538461538464,0.0,0.0,5.134615384615385,2.8653846153846154,0.5239423076923078,0.8076923076923077,0.5769230769230769,0.2176346153846153,6-9,23.0,54.0,1.6538461538461535,1.4807692307692308,202335,0.15384615384615385,3.8461538461538463,0.3269230769230769,0.5961538461538461,1610612745,235,29.0,22.0
1395,1395,Al-Farouq Aminu,F,2010,81.0,17.938271604938272,5.641975308641976,0.7407407407407407,0.308641975308642,2.3703703703703702,R,1.7654320987654322,0.5555555555555556,0.23500000000000004,5.012345679012347,1.9753086419753083,0.3600123456790122,1.469135802469136,1.1358024691358024,0.4418271604938272,6-9,50.0,3.0,0.925925925925926,1.4938271604938271,202329,-2.2592592592592595,3.2962962962962963,0.7283950617283951,1.271604938271605,1610612746,215,31.0,20.0
1396,1396,Randy Foye,G,2010,63.0,24.63492063492064,9.777777777777779,2.6984126984126986,0.3333333333333333,1.4285714285714286,4,3.4444444444444446,1.126984126984127,0.2492380952380953,8.428571428571429,3.2698412698412698,0.3569841269841269,2.3650793650793656,2.1111111111111107,0.6399047619047619,6-4,35.0,4.0,0.20634920634920634,1.9365079365079363,200751,-3.111111111111111,1.6349206349206349,0.7460317460317459,1.5079365079365081,1610612746,213,28.0,27.0
1397,1397,Jamario Moon,F,2010,59.0,17.661016949152547,4.322033898305085,0.8813559322033898,0.559322033898305,2.406779661016949,3,2.0847457627118646,0.6440677966101694,0.2591864406779661,4.203389830508475,1.7118644067796611,0.4142711864406779,0.288135593220339,0.2542372881355932,0.13559322033898305,6-8,39.0,8.0,0.3898305084745763,1.1016949152542372,200081,-2.5423728813559316,2.7966101694915246,0.4745762711864407,0.3728813559322034,1610612746,205,20.0,31.0
1398,1398,DeAndre Jordan,C,2010,80.0,25.55,7.075,0.525,1.775,4.6,2,0.0125,0.0,0.0,4.2625,2.925,0.6552374999999999,2.7125,1.225,0.3391125000000001,6-11,49.0,9.0,2.5875,3.1875,201599,-1.2625,7.1875,0.5125,1.2625,1610612746,265,31.0,22.0
1399,1399,Eric Gordon,G,2010,56.0,37.785714285714285,22.267857142857146,4.357142857142857,0.32142857142857145,2.125,2,5.196428571428571,1.8928571428571428,0.33528571428571424,16.946428571428573,7.625,0.4416607142857144,6.2142857142857135,5.125,0.7841964285714286,6-3,31.0,10.0,0.8035714285714286,2.0535714285714284,201569,0.07142857142857142,2.9285714285714284,1.2678571428571428,2.696428571428572,1610612746,215,25.0,22.0
1400,1400,Eric Bledsoe,G,2010,81.0,22.691358024691358,6.703703703703702,3.5679012345679015,0.32098765432098764,1.9135802469135803,R,1.4320987654320991,0.3950617283950617,0.18785185185185185,6.0,2.54320987654321,0.38077777777777777,1.6419753086419753,1.2222222222222223,0.37866666666666665,6-1,49.0,12.0,0.8395061728395061,1.6049382716049383,202339,-2.6790123456790123,2.7530864197530858,1.1358024691358024,2.3950617283950617,1610612746,195,32.0,21.0
1402,1402,Ryan Gomes,F,2010,76.0,27.552631578947373,7.197368421052633,1.5526315789473684,0.15789473684210525,2.5394736842105257,5,2.7763157894736836,0.9473684210526316,0.3053026315789472,6.644736842105262,2.7236842105263164,0.3888026315789472,1.118421052631579,0.8026315789473685,0.2953947368421053,6-7,47.0,15.0,0.8026315789473685,2.0921052631578947,101155,-1.5,3.3421052631578947,0.8157894736842105,0.7236842105263158,1610612746,245,29.0,28.0
1403,1403,Mo Williams,G,2010,58.0,30.810344827586214,14.0,6.551724137931035,0.1724137931034483,2.2758620689655173,7,4.206896551724138,1.362068965517241,0.2825172413793103,12.586206896551724,5.0172413793103425,0.3700172413793103,3.0517241379310347,2.603448275862069,0.6802413793103447,6-1,39.0,25.0,0.3620689655172414,2.586206896551724,2590,-5.724137931034483,2.6379310344827585,0.913793103448276,2.9482758620689653,1610612746,195,19.0,28.0
1404,1404,Blake Griffin,F,2010,82.0,37.92682926829269,22.5,3.804878048780489,0.5487804878048781,8.768292682926829,R,0.2926829268292683,0.08536585365853659,0.07926829268292683,16.780487804878053,8.487804878048781,0.5027439024390246,8.475609756097562,5.439024390243904,0.6235243902439024,6-10,50.0,32.0,3.2926829268292686,3.0731707317073167,201933,-1.804878048780488,12.060975609756095,0.7682926829268293,2.7195121951219514,1610612746,251,32.0,22.0
1406,1406,Chris Kaman,C,2010,32.0,26.25,12.40625,1.4375,1.5,5.4375,7,0.0,0.0,0.0,11.75,5.53125,0.4697500000000001,1.78125,1.34375,0.37915625,7-0,21.0,35.0,1.59375,2.34375,2549,-1.4375,7.03125,0.5,1.8125,1610612746,265,11.0,29.0
1409,1409,Derek Fisher,G,2010,82.0,27.98780487804878,6.804878048780488,2.731707317073171,0.0975609756097561,1.6829268292682926,14,1.9390243902439024,0.7682926829268293,0.34758536585365857,6.451219512195122,2.5121951219512195,0.3949146341463415,1.2560975609756098,1.0121951219512195,0.3540609756097561,6-1,25.0,2.0,0.17073170731707318,2.341463414634146,965,5.439024390243904,1.8536585365853653,1.2073170731707317,0.8536585365853658,1610612747,210,57.0,36.0
1412,1412,Steve Blake,G,2010,79.0,20.037974683544306,4.037974683544304,2.151898734177215,0.0379746835443038,1.7341772151898731,7,2.4430379746835444,0.9240506329113924,0.36644303797468347,3.873417721518988,1.3924050632911391,0.34550632911392404,0.3797468354430379,0.3291139240506329,0.14768354430379746,6-3,24.0,5.0,0.2405063291139241,1.2531645569620251,2581,0.9746835443037974,1.9746835443037976,0.5063291139240507,0.9240506329113924,1610612747,172,55.0,31.0
1413,1413,Lamar Odom,F,2010,82.0,32.14634146341464,14.390243902439025,3.0365853658536586,0.7439024390243902,6.524390243902439,11,2.1707317073170733,0.8292682926829268,0.3373902439024389,10.890243902439025,5.7682926829268295,0.5260000000000001,3.0,2.024390243902439,0.5835365853658538,6-10,25.0,7.0,2.1341463414634148,2.4390243902439024,1885,4.621951219512195,8.658536585365852,0.573170731707317,1.695121951219512,1610612747,230,57.0,31.0
1414,1414,Matt Barnes,F,2010,53.0,19.22641509433962,6.716981132075473,1.339622641509434,0.4150943396226415,2.9245283018867925,7,2.0188679245283017,0.6415094339622641,0.2669433962264151,5.264150943396227,2.471698113207548,0.4604528301886792,1.4528301886792452,1.1320754716981132,0.4258679245283019,6-7,17.0,9.0,1.3773584905660377,2.39622641509434,2440,0.4528301886792453,4.30188679245283,0.7358490566037735,1.0943396226415094,1610612747,226,36.0,31.0
1416,1416,Shannon Brown,G,2010,82.0,19.097560975609763,8.682926829268293,1.170731707317073,0.1951219512195122,1.4878048780487805,4,2.5853658536585367,0.902439024390244,0.28173170731707314,7.8414634146341475,3.3292682926829267,0.4035731707317072,1.2317073170731707,1.1219512195121952,0.4741951219512195,6-4,25.0,12.0,0.4268292682926829,1.5121951219512195,200769,1.3536585365853655,1.9146341463414642,0.8170731707317073,0.9146341463414634,1610612747,210,57.0,25.0
1417,1417,Metta World Peace,F,2010,82.0,29.414634146341466,8.5,2.1341463414634148,0.4390243902439024,2.0365853658536586,11,2.8414634146341466,1.0121951219512195,0.3168902439024389,8.024390243902438,3.182926829268293,0.38965853658536587,1.6585365853658536,1.1219512195121952,0.4081219512195121,6-7,25.0,15.0,1.2195121951219512,2.207317073170732,1897,5.219512195121951,3.2560975609756087,1.5121951219512195,1.0975609756097562,1610612747,260,57.0,31.0
1418,1418,Pau Gasol,F-C,2010,82.0,37.07317073170731,18.79268292682927,3.3292682926829267,1.5853658536585369,6.926829268292682,9,0.03658536585365853,0.012195121951219513,0.006097560975609756,13.658536585365852,7.23170731707317,0.534817073170732,5.243902439024391,4.317073170731708,0.812109756097561,7-0,25.0,16.0,3.268292682926829,2.475609756097561,2200,6.512195121951219,10.195121951219512,0.5853658536585366,1.7317073170731707,1610612747,250,57.0,30.0
1419,1419,Andrew Bynum,C,2010,54.0,27.796296296296298,11.333333333333336,1.351851851851852,1.9629629629629632,6.25925925925926,5,0.0,0.0,0.0,7.648148148148147,4.388888888888889,0.5873703703703705,3.87037037037037,2.555555555555556,0.585462962962963,7-0,18.0,17.0,3.1481481481481484,2.592592592592593,101115,3.648148148148149,9.407407407407408,0.35185185185185186,1.3703703703703705,1610612747,285,36.0,23.0
1420,1420,Kobe Bryant,G,2010,82.0,33.939024390243894,25.34146341463415,4.7317073170731705,0.14634146341463414,4.097560975609756,14,4.341463414634147,1.4024390243902438,0.2798414634146343,19.98780487804878,9.024390243902438,0.4574878048780486,7.1097560975609735,5.8902439024390265,0.804060975609756,6-6,25.0,24.0,1.0121951219512195,2.0975609756097557,977,5.158536585365853,5.1097560975609735,1.2073170731707317,2.963414634146341,1610612747,205,57.0,32.0
