,Unnamed: 0,GROUP_SET,GROUP_VALUE,GP,W,L,W_PCT,MIN,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,PACE,PIE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,CFID,CFPARAMS,PLAYOFFS,TEAM_ID,TEAM_NAME,EASTERN
63,19,By Year,1998-99,50,22,28,0.44,2410.0,96.7,98.5,-1.9,0.7,1.39,18.1,0.251,0.69,0.473,0.17600000000000002,0.46399999999999997,0.52,89.07,0.493,22,19,4,13,22,21,2,13,1,16,1,17,22,22,19,18,12,21,12,210,1998-99,0,1610612739,CLE,True
64,20,By Year,1997-98,82,47,35,0.573,3966.0,99.3,96.0,3.3,0.672,1.33,18.1,0.3,0.711,0.508,0.18600000000000003,0.478,0.529,92.61,0.528,1,9,10,9,14,16,1,6,2,19,2,5,21,13,21,12,9,17,4,210,1997-98,1,1610612739,CLE,True
65,21,By Year,1996-97,82,42,40,0.512,4115.0,102.0,99.4,2.6,0.634,1.44,17.8,0.294,0.7190000000000001,0.503,0.16899999999999998,0.493,0.531,82.21,0.512,1,11,12,11,1,11,4,8,5,14,5,8,17,15,17,7,8,22,7,210,1996-97,0,1610612739,CLE,True
82,0,By Year,2017-18,82,27,55,0.32899999999999996,3971.0,101.3,109.1,-7.8,0.607,1.68,17.4,0.20600000000000002,0.8059999999999999,0.495,0.138,0.49700000000000005,0.529,100.34,0.45299999999999996,1,17,18,17,9,11,22,18,12,2,9,22,1,17,1,3,7,1,17,210,2017-18,0,1610612741,CHI,True
83,1,By Year,2016-17,82,41,41,0.5,3956.0,104.6,104.5,0.1,0.584,1.66,17.0,0.27,0.768,0.517,0.138,0.48700000000000004,0.53,97.72,0.504,1,11,12,11,19,5,18,11,20,3,13,14,2,5,2,9,6,3,9,210,2016-17,1,1610612741,CHI,True
84,2,By Year,2015-16,82,42,40,0.512,3981.0,102.1,103.9,-1.8,0.591,1.64,17.1,0.245,0.7490000000000001,0.502,0.14,0.48700000000000004,0.526,98.25,0.494,1,10,11,10,5,9,16,14,19,6,10,21,5,14,3,10,9,2,14,210,2015-16,0,1610612741,CHI,True
85,3,By Year,2014-15,82,50,32,0.61,3976.0,104.7,101.5,3.3,0.593,1.56,16.8,0.27,0.7440000000000001,0.513,0.145,0.489,0.536,95.35,0.529,1,4,5,5,8,4,12,6,18,9,16,15,8,8,4,7,4,10,6,210,2014-15,1,1610612741,CHI,True
86,4,By Year,2013-14,82,48,34,0.585,3986.0,99.7,97.8,1.9,0.654,1.52,17.7,0.272,0.754,0.517,0.159,0.47100000000000003,0.518,92.72,0.528,1,7,7,7,2,15,6,7,3,10,5,13,4,6,14,15,12,15,7,210,2013-14,1,1610612741,CHI,True
87,5,By Year,2012-13,82,45,37,0.5489999999999999,3966.0,100.4,100.3,0.1,0.645,1.61,17.9,0.294,0.736,0.512,0.154,0.47,0.512,91.97,0.514,1,9,9,9,13,14,10,10,6,7,3,6,11,9,11,16,17,16,8,210,2012-13,1,1610612741,CHI,True
88,6,By Year,2011-12,66,50,16,0.758,3188.0,104.5,95.3,9.3,0.619,1.65,17.9,0.326,0.743,0.539,0.152,0.49,0.523,91.79,0.561,21,4,2,2,21,6,1,2,10,5,4,3,10,1,10,6,10,19,2,210,2011-12,1,1610612741,CHI,True
89,7,By Year,2010-11,82,62,20,0.7559999999999999,3966.0,105.5,97.4,8.1,0.601,1.57,17.5,0.294,0.762,0.535,0.151,0.501,0.541,92.91,0.555,1,2,3,3,13,2,4,3,15,8,7,5,3,2,8,2,2,14,4,210,2010-11,1,1610612741,CHI,True
90,8,By Year,2009-10,82,41,41,0.5,3981.0,100.8,102.6,-1.8,0.5529999999999999,1.45,16.1,0.266,0.748,0.51,0.14800000000000002,0.47700000000000004,0.52,95.54,0.5,1,11,12,11,6,13,14,13,22,15,21,19,6,10,6,11,11,9,11,210,2009-10,1,1610612741,CHI,True
91,9,By Year,2008-09,82,41,41,0.5,3986.0,105.1,105.8,-0.7,0.5539999999999999,1.45,16.2,0.28,0.7090000000000001,0.496,0.15,0.493,0.541,95.79,0.499,1,11,12,11,2,3,21,12,21,13,20,11,17,15,7,5,3,6,12,210,2008-09,1,1610612741,CHI,True
92,10,By Year,2007-08,82,33,49,0.402,3961.0,101.0,104.2,-3.2,0.606,1.51,16.8,0.289,0.731,0.502,0.152,0.47,0.515,95.73,0.48,1,15,16,15,16,12,17,15,13,11,14,7,12,13,9,17,15,7,15,210,2007-08,0,1610612741,CHI,True
93,11,By Year,2006-07,82,49,33,0.598,3956.0,102.5,97.0,5.4,0.601,1.4,17.1,0.28600000000000003,0.743,0.516,0.166,0.493,0.534,96.04,0.539,1,6,6,6,19,8,3,5,14,17,11,8,9,7,16,4,5,5,5,210,2006-07,1,1610612741,CHI,True
94,12,By Year,2005-06,82,41,41,0.5,3981.0,101.3,100.2,1.0,0.601,1.47,17.0,0.263,0.747,0.506,0.155,0.48700000000000004,0.527,95.68,0.501,1,11,12,11,7,10,9,8,16,12,12,20,7,12,12,8,8,8,10,210,2005-06,1,1610612741,CHI,True
