,GROUP_SET,GROUP_VALUE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,CFID,CFPARAMS,PLAYOFFS
1,By Year,2016-17,82,41,41,0.5,48.2,39.0,85.8,0.455,9.9,27.0,0.365,15.2,21.6,0.706,10.6,33.0,43.6,21.2,13.4,7.2,5.7,4.9,20.5,18.7,103.2,1.1,1,16,18,18,16,1,1,13,2,2,5,20,19,19,9,3,2,7,3,14,5,19,9,13,1,14,210,2016-17,0
2,By Year,2015-16,82,48,34,0.585,48.4,38.4,81.7,0.47,6.1,18.0,0.336,17.1,23.0,0.745,9.8,34.3,44.1,20.8,14.1,6.7,6.5,4.1,18.3,19.6,100.0,1.6,1,10,13,12,11,2,3,6,11,10,20,15,13,11,16,1,1,9,9,17,1,9,1,11,7,13,210,2015-16,1
3,By Year,2014-15,82,37,45,0.451,48.1,35.2,77.2,0.456,6.8,20.2,0.335,17.5,23.7,0.741,9.1,30.0,39.1,19.8,14.8,7.8,4.5,4.4,20.0,20.9,94.7,-2.6,1,17,19,19,21,14,15,12,7,6,21,10,9,12,19,15,19,19,16,7,17,14,5,4,14,20,210,2014-15,0
4,By Year,2013-14,82,54,28,0.659,48.5,38.3,76.5,0.501,8.1,22.3,0.364,17.5,23.0,0.76,7.6,29.2,36.9,22.5,14.8,8.9,4.5,3.1,19.5,20.4,102.2,4.8,1,6,8,8,6,5,19,1,5,4,6,11,15,5,22,21,22,3,15,1,18,2,4,6,4,8,210,2013-14,1
5,By Year,2012-13,82,66,16,0.805,48.5,38.4,77.4,0.496,8.7,22.1,0.396,17.4,23.0,0.754,8.2,30.4,38.6,23.0,13.9,8.7,5.4,3.2,18.7,20.4,102.9,7.9,1,1,1,1,9,3,13,2,3,5,1,12,13,8,21,12,20,2,8,3,12,3,2,7,2,1,210,2012-13,1
6,By Year,2011-12,66,46,20,0.697,48.6,37.1,79.0,0.469,5.6,15.6,0.359,18.8,24.2,0.775,10.4,31.2,41.6,20.0,15.2,8.9,5.4,4.2,19.4,20.5,98.5,6.0,21,12,3,5,5,8,7,7,19,18,9,5,8,1,11,8,12,17,21,2,11,11,3,5,9,4,210,2011-12,1
7,By Year,2010-11,82,58,24,0.707,48.2,37.0,76.8,0.481,6.7,18.0,0.37,21.5,27.9,0.769,9.6,32.5,42.1,20.0,13.9,6.6,5.2,3.0,20.4,21.8,102.1,7.5,1,4,6,4,16,10,17,4,9,11,4,1,3,2,17,5,7,16,7,19,14,1,8,3,5,2,210,2010-11,1
8,By Year,2009-10,82,47,35,0.573,48.5,36.4,79.5,0.458,6.0,17.4,0.346,17.7,23.5,0.752,10.7,31.1,41.8,18.9,13.2,7.4,5.6,4.3,20.9,20.0,96.5,2.3,1,11,14,13,6,11,5,10,13,13,16,9,10,9,8,9,10,21,2,10,6,13,12,9,11,12,210,2009-10,1
9,By Year,2008-09,82,43,39,0.524,48.7,37.0,81.0,0.457,7.1,19.9,0.357,17.2,22.8,0.754,10.1,29.4,39.5,20.4,12.5,7.9,5.5,4.1,20.7,19.9,98.3,0.3,1,14,16,16,3,9,4,11,6,7,13,14,17,7,12,19,18,13,1,5,7,8,10,10,10,16,210,2008-09,1
10,By Year,2007-08,82,15,67,0.183,48.4,34.2,77.3,0.443,6.0,16.7,0.358,16.9,23.2,0.727,9.1,28.6,37.6,20.0,14.7,7.2,4.3,4.2,20.4,20.1,91.4,-8.6,1,22,22,22,11,17,14,18,14,15,11,17,12,16,20,22,21,15,14,13,19,10,7,8,17,22,210,2007-08,0
11,By Year,2006-07,82,44,38,0.537,48.4,35.6,76.7,0.464,6.4,18.8,0.343,17.0,24.6,0.69,10.0,30.8,40.8,20.5,14.6,6.9,5.4,3.8,21.3,21.8,94.6,-0.9,1,13,15,14,10,13,18,8,10,9,19,16,7,21,14,11,15,11,13,16,9,7,15,2,15,18,210,2006-07,1
12,By Year,2005-06,82,52,30,0.634,48.2,37.1,77.5,0.478,6.1,17.6,0.345,19.7,28.2,0.7,10.5,32.6,43.1,20.6,14.5,6.4,5.4,3.6,22.8,23.6,99.9,3.9,1,7,9,9,18,7,12,5,12,12,18,3,2,20,10,4,5,10,11,22,9,5,20,1,8,9,210,2005-06,1
13,By Year,2004-05,82,59,23,0.72,48.7,37.8,77.7,0.486,5.8,15.4,0.377,20.2,30.1,0.672,10.8,32.2,43.0,21.8,13.7,6.4,5.8,3.2,22.1,0.0,101.5,6.5,1,3,5,3,2,6,11,3,17,19,2,2,1,22,7,6,6,5,5,21,4,4,17,21,6,3,210,2004-05,1
14,By Year,2003-04,82,42,40,0.512,48.2,33.3,78.3,0.425,5.9,16.5,0.357,17.8,23.4,0.762,11.5,30.0,41.5,19.1,13.9,7.2,3.8,5.4,22.1,0.0,90.3,0.5,1,15,17,17,18,19,9,21,15,16,12,7,11,4,4,16,13,20,6,12,21,22,16,20,18,15,210,2003-04,1
15,By Year,2002-03,82,25,57,0.305,48.4,32.8,79.5,0.412,4.2,13.4,0.316,15.8,20.6,0.765,11.6,30.0,41.6,18.3,14.2,7.2,4.0,5.3,22.6,0.1,85.6,-5.0,1,21,21,21,11,21,6,22,21,21,22,19,21,3,3,14,11,22,10,11,20,21,19,19,22,21,210,2002-03,0
16,By Year,2001-02,82,36,46,0.439,48.6,34.2,77.8,0.439,3.8,11.0,0.347,15.1,20.8,0.724,11.0,31.0,42.0,20.3,14.8,6.7,5.5,4.3,22.5,0.2,87.2,-1.5,1,19,20,20,4,18,10,19,22,22,15,21,20,17,6,10,9,14,17,18,8,12,18,16,21,19,210,2001-02,0
17,By Year,2000-01,82,50,32,0.61,48.5,32.9,76.3,0.43,5.8,16.9,0.345,17.4,22.9,0.759,9.9,29.7,39.6,19.9,13.7,7.7,3.7,5.2,21.0,0.0,88.9,2.3,1,9,11,11,6,20,20,20,16,14,17,12,16,6,15,17,17,18,4,8,22,20,13,21,20,11,210,2000-01,1
18,By Year,1999-00,82,52,30,0.634,48.4,36.3,78.8,0.46,5.4,14.7,0.371,16.4,22.3,0.736,11.2,31.9,43.2,23.5,15.0,7.1,6.4,4.4,23.7,2.1,94.4,3.1,1,7,9,9,11,12,8,9,20,20,3,18,18,14,5,7,4,1,20,15,2,15,21,14,16,10,210,1999-00,1
19,By Year,1998-99,50,33,17,0.66,48.1,32.3,71.3,0.453,5.8,16.1,0.359,18.6,25.2,0.735,10.1,30.2,40.3,20.4,14.9,6.5,6.1,3.8,20.7,0.1,89.0,5.0,22,20,2,7,22,22,22,15,18,17,8,6,5,15,13,13,16,12,18,20,3,6,11,18,19,6,210,1998-99,1
20,By Year,1997-98,82,55,27,0.671,48.2,34.8,77.2,0.45,6.7,18.8,0.355,18.8,25.4,0.739,12.5,29.5,42.0,21.4,15.0,8.1,5.2,4.5,24.2,0.2,95.0,4.9,1,5,7,6,18,15,16,17,8,8,14,4,4,13,1,18,8,6,19,4,15,16,22,16,12,7,210,1997-98,1
21,By Year,1996-97,82,61,21,0.744,50.0,34.4,76.0,0.453,8.3,22.7,0.364,17.7,24.7,0.719,11.7,29.3,41.0,21.2,15.9,7.9,5.4,4.8,21.2,0.3,94.8,5.5,1,2,4,2,1,16,21,16,4,3,7,8,6,18,2,20,14,8,22,5,13,18,14,15,13,5,210,1996-97,1
0,By Year,2017-18,69,37,32,0.536,48.3,39.1,81.8,0.478,8.7,24.5,0.356,18.6,23.9,0.777,8.2,31.4,39.7,22.6,14.0,8.6,5.4,4.3,21.6,20.1,105.5,-0.3,20,11,3,4,15,1,13,1,2,1,11,8,9,4,22,2,18,7,8,4,3,4,9,8,1,11,210,2017-18,0
1,By Year,2016-17,82,42,40,0.512,48.2,38.8,81.9,0.474,8.8,23.7,0.37,17.2,22.4,0.768,8.8,31.6,40.4,24.2,14.0,8.1,5.3,4.6,20.2,19.3,103.6,-0.2,1,3,6,5,16,2,11,2,1,2,6,13,17,9,21,1,16,1,7,10,4,10,3,12,2,9,210,2016-17,1
2,By Year,2015-16,82,33,49,0.402,48.4,38.4,82.2,0.467,5.4,15.6,0.345,17.0,22.7,0.748,10.5,31.2,41.7,23.1,15.2,8.2,5.8,5.6,20.7,19.5,99.0,-4.2,1,15,17,17,12,4,8,4,16,16,20,15,15,14,19,5,8,4,19,7,2,22,6,10,8,19,210,2015-16,0
3,By Year,2014-15,82,41,41,0.5,48.6,37.6,82.0,0.459,6.6,18.3,0.363,16.0,21.1,0.757,10.7,31.4,42.1,23.6,16.7,9.6,4.9,4.8,22.1,20.1,97.8,0.4,1,6,9,8,3,9,10,9,9,9,8,20,20,11,16,3,6,2,21,1,6,12,13,9,12,5,210,2014-15,1
4,By Year,2013-14,82,15,67,0.183,48.5,36.0,82.2,0.438,6.7,18.9,0.353,16.8,22.5,0.747,11.8,29.3,41.1,21.5,15.1,6.6,4.9,5.0,20.9,20.6,95.5,-8.2,1,22,22,22,7,19,9,19,8,7,15,17,16,16,9,14,13,15,17,21,6,18,7,6,18,22,210,2013-14,0
5,By Year,2012-13,82,38,44,0.463,48.4,38.1,87.8,0.435,7.3,20.4,0.36,15.3,20.7,0.736,13.0,30.9,44.0,22.9,14.1,8.4,6.7,4.4,19.0,19.1,98.9,-1.5,1,10,13,13,14,5,1,21,4,4,10,22,21,19,1,7,1,5,11,5,1,7,1,13,10,15,210,2012-13,1
6,By Year,2011-12,66,31,35,0.47,48.1,37.9,85.6,0.443,6.6,19.2,0.345,16.6,21.4,0.774,12.4,30.0,42.5,23.5,14.1,8.3,5.1,4.5,19.3,19.4,99.0,0.3,21,17,4,12,22,8,2,18,10,6,19,18,19,7,4,11,3,3,10,6,5,8,2,11,9,6,210,2011-12,0
7,By Year,2010-11,82,35,47,0.427,48.4,34.3,79.8,0.43,5.9,17.2,0.342,17.4,22.9,0.757,10.5,30.2,40.8,18.8,13.5,7.5,4.9,4.8,20.5,20.7,91.9,-0.8,1,13,15,15,12,22,19,22,14,12,22,12,13,12,18,10,14,22,3,13,8,12,5,5,21,12,210,2010-11,0
8,By Year,2009-10,82,46,36,0.561,48.7,37.2,85.3,0.436,7.9,22.1,0.356,15.4,20.4,0.755,11.8,31.2,43.0,21.2,13.2,7.1,4.7,5.1,22.2,20.3,97.7,1.7,1,2,5,2,2,10,3,20,3,3,13,21,22,13,10,4,2,17,2,18,11,20,16,7,14,2,210,2009-10,1
9,By Year,2008-09,82,34,48,0.415,48.2,36.7,82.4,0.445,6.2,17.2,0.363,19.7,25.2,0.78,11.9,28.9,40.7,22.0,14.1,7.4,3.8,4.6,24.2,22.5,99.3,-1.1,1,14,16,16,16,14,6,17,12,13,9,4,6,3,8,16,15,12,9,14,19,11,21,2,7,14,210,2008-09,0
10,By Year,2007-08,82,26,56,0.317,48.4,36.9,82.3,0.449,5.5,16.0,0.344,17.7,24.1,0.733,12.9,28.8,41.7,21.5,14.8,6.6,4.4,4.9,21.3,21.1,97.0,-6.9,1,21,21,21,8,13,7,15,15,15,21,11,8,20,2,18,7,15,15,20,14,16,8,3,17,21,210,2007-08,0
11,By Year,2006-07,82,28,54,0.341,48.4,38.1,81.9,0.465,6.4,18.0,0.356,17.1,23.4,0.733,11.5,27.7,39.2,21.6,15.1,7.2,2.7,5.3,22.2,21.0,99.7,-4.4,1,19,20,20,8,6,12,6,11,11,12,14,10,22,13,19,21,13,18,17,22,21,15,4,5,20,210,2006-07,0
12,By Year,2005-06,82,40,42,0.488,48.4,36.3,80.1,0.453,6.2,16.3,0.38,19.0,25.8,0.738,11.3,29.9,41.2,21.6,14.6,7.3,3.3,5.0,23.2,23.6,97.8,-1.0,1,9,12,11,8,15,18,13,13,14,2,5,4,18,15,12,12,14,14,15,21,19,18,1,13,13,210,2005-06,1
13,By Year,2004-05,82,30,52,0.366,48.2,36.1,80.2,0.45,4.0,11.3,0.351,21.0,27.2,0.772,12.0,29.3,41.3,21.0,13.8,6.5,3.5,4.5,21.9,0.0,97.2,-3.0,1,18,19,19,16,18,16,14,20,20,17,1,1,8,6,13,10,18,6,22,20,9,12,21,16,18,210,2004-05,0
14,By Year,2003-04,82,41,41,0.5,48.2,36.2,81.1,0.447,4.9,14.0,0.35,20.7,26.7,0.775,11.7,30.5,42.2,22.8,13.5,6.8,4.7,5.0,20.3,0.0,98.0,1.1,1,6,9,8,16,16,15,16,17,17,18,2,2,6,11,8,5,6,4,19,12,17,4,20,11,4,210,2003-04,1
15,By Year,2002-03,82,42,40,0.512,48.5,37.1,81.3,0.457,7.1,18.6,0.383,18.1,23.3,0.776,10.7,28.9,39.5,22.2,12.7,7.6,4.2,4.1,22.2,0.1,99.5,0.2,1,3,6,5,5,11,14,11,6,8,1,9,11,5,16,16,19,11,1,12,17,2,14,19,6,7,210,2002-03,1
16,By Year,2001-02,82,41,41,0.5,48.5,37.1,80.2,0.462,7.2,19.3,0.375,16.1,21.5,0.748,10.3,31.2,41.4,22.5,14.1,7.3,4.7,4.4,21.8,0.1,97.5,-0.2,1,6,9,8,6,12,17,7,5,5,4,19,18,15,20,6,9,9,12,16,9,6,11,18,15,10,210,2001-02,0
17,By Year,2000-01,82,52,30,0.634,48.2,38.0,82.9,0.458,6.9,18.1,0.379,18.0,22.9,0.787,11.9,30.5,42.4,22.5,13.7,8.2,4.7,4.3,23.5,0.0,100.7,3.9,1,1,2,1,16,7,5,10,7,10,3,10,14,1,7,9,4,10,5,7,10,5,20,21,4,1,210,2000-01,1
18,By Year,1999-00,82,42,40,0.512,48.4,38.7,83.3,0.465,4.8,13.0,0.369,19.0,24.2,0.786,12.4,28.9,41.3,22.6,15.0,8.2,4.6,4.1,24.6,2.2,101.2,0.2,1,3,6,5,8,3,4,5,18,18,7,7,7,2,5,15,11,8,16,9,13,3,22,14,3,8,210,1999-00,1
19,By Year,1998-99,50,28,22,0.56,48.2,35.1,76.4,0.459,4.6,12.4,0.373,16.9,23.1,0.733,11.4,27.4,38.8,20.6,14.4,8.8,4.0,3.9,22.8,0.2,91.7,1.7,22,19,1,3,21,21,22,8,19,19,5,16,12,20,14,21,22,19,13,3,18,1,17,16,22,3,210,1998-99,1
20,By Year,1997-98,82,36,46,0.439,48.6,35.6,78.0,0.456,3.0,8.6,0.354,20.3,26.4,0.767,12.6,27.3,39.9,20.1,16.9,8.9,4.4,4.9,23.4,0.2,94.5,-1.9,1,12,14,14,3,20,20,12,22,22,14,3,3,10,3,22,17,20,22,2,15,15,19,15,20,17,210,1997-98,0
21,By Year,1996-97,82,33,49,0.402,49.7,36.2,76.9,0.471,4.0,11.2,0.352,19.0,25.7,0.741,11.6,27.6,39.2,19.6,15.7,7.7,4.2,4.8,21.6,0.1,95.3,-1.9,1,15,17,17,1,17,21,3,21,21,16,6,5,17,12,20,20,21,20,11,16,12,10,17,19,16,210,1996-97,0
0,By Year,2017-18,71,40,31,0.563,48.3,41.2,85.9,0.48,8.0,22.2,0.359,19.4,24.2,0.802,10.4,31.4,41.8,22.7,12.5,8.4,4.2,4.7,18.1,20.7,109.8,2.2,20,8,3,6,15,1,3,1,1,1,5,7,9,1,19,7,15,13,1,4,16,7,1,8,1,5,210,2017-18,0
1,By Year,2016-17,82,31,51,0.378,48.3,39.5,84.4,0.467,7.3,21.0,0.349,19.3,24.2,0.799,11.4,31.0,42.4,23.7,14.0,8.0,4.5,5.0,20.1,20.5,105.6,-1.1,1,13,15,15,9,2,6,2,2,4,10,8,8,2,17,11,12,8,11,8,14,11,6,10,3,11,210,2016-17,0
2,By Year,2015-16,82,29,53,0.354,48.5,37.7,81.3,0.464,5.5,16.4,0.338,21.4,27.0,0.792,10.0,31.5,41.6,23.4,15.0,8.0,4.6,5.2,20.7,21.6,102.4,-3.5,1,15,17,17,5,10,17,5,7,8,17,2,3,6,20,5,17,10,16,7,13,12,7,4,4,16,210,2015-16,0
3,By Year,2014-15,82,16,66,0.195,48.3,36.4,83.2,0.438,5.0,14.9,0.332,20.0,25.7,0.776,11.6,29.3,40.9,21.6,15.0,8.1,4.0,5.5,19.2,21.4,97.8,-8.8,1,21,21,21,9,17,11,20,10,10,19,4,5,11,15,20,19,16,16,6,17,17,5,5,13,21,210,2014-15,0
4,By Year,2013-14,82,40,42,0.488,48.4,38.9,87.5,0.444,7.3,21.4,0.341,21.8,28.1,0.778,12.5,32.2,44.7,23.9,13.9,8.8,3.6,5.6,18.3,23.6,106.9,2.7,1,8,11,10,6,4,1,16,3,3,14,1,1,10,5,2,1,7,10,1,22,18,2,1,2,3,210,2013-14,0
5,By Year,2012-13,82,31,51,0.378,48.1,35.9,81.7,0.439,5.5,18.0,0.305,18.5,24.9,0.742,11.9,30.2,42.0,22.4,14.8,8.5,4.7,5.9,18.4,22.5,95.7,-2.4,1,13,15,15,20,19,16,19,8,7,21,10,7,21,10,12,14,15,15,2,12,21,4,2,18,15,210,2012-13,0
6,By Year,2011-12,66,26,40,0.394,48.3,35.7,82.3,0.433,7.2,21.6,0.332,19.4,25.2,0.771,12.1,31.7,43.7,19.5,15.2,6.6,4.4,5.7,18.4,21.7,97.9,-2.2,21,16,10,13,14,21,15,21,5,2,18,6,6,12,8,4,4,22,19,18,15,20,3,3,11,14,210,2011-12,0
7,By Year,2010-11,82,17,65,0.207,48.2,37.7,85.5,0.441,7.2,19.1,0.376,18.5,24.1,0.768,13.2,31.2,44.4,20.1,17.0,7.2,5.1,5.5,22.3,20.9,101.1,-6.6,1,20,20,20,16,11,4,18,4,5,2,9,10,15,2,9,2,19,22,14,11,16,16,7,6,19,210,2010-11,0
8,By Year,2009-10,82,15,67,0.183,48.2,37.9,84.4,0.449,4.9,14.4,0.341,17.5,23.5,0.746,11.7,31.2,42.9,19.8,16.3,7.3,3.7,5.4,20.7,20.6,98.2,-9.6,1,22,22,22,16,9,5,15,11,11,15,14,12,18,12,9,9,21,21,13,20,14,8,9,9,22,210,2009-10,0
9,By Year,2008-09,82,24,58,0.293,48.3,36.4,82.5,0.441,6.6,18.8,0.353,18.3,23.9,0.769,11.9,29.8,41.7,20.4,14.2,6.2,3.9,5.9,21.8,20.0,97.8,-4.9,1,18,18,18,13,17,14,17,6,6,7,11,11,14,9,16,16,18,12,21,19,22,15,12,12,18,210,2008-09,0
10,By Year,2007-08,82,22,60,0.268,48.1,37.5,83.1,0.451,5.4,15.4,0.35,15.2,20.6,0.736,11.8,29.6,41.4,19.9,14.5,7.5,3.7,5.7,23.0,17.5,95.6,-6.8,1,19,19,19,20,12,12,14,9,9,9,22,22,22,11,18,18,20,13,12,20,19,18,13,19,20,210,2007-08,0
11,By Year,2006-07,82,32,50,0.39,48.8,36.5,79.3,0.461,4.7,13.3,0.353,18.3,23.1,0.792,10.0,30.2,40.1,22.5,15.6,6.5,4.0,4.4,21.4,20.5,96.1,-3.7,1,12,14,14,2,16,20,9,14,14,8,12,14,5,21,12,20,14,20,19,18,5,13,11,17,17,210,2006-07,0
12,By Year,2005-06,82,33,49,0.402,48.4,35.2,77.3,0.456,3.8,11.5,0.329,17.5,23.1,0.758,9.9,29.5,39.4,20.9,14.5,6.8,5.7,4.6,23.0,21.2,91.7,-1.9,1,11,13,12,6,22,22,13,18,16,20,14,13,16,22,19,22,17,14,16,2,6,19,6,22,13,210,2005-06,0
13,By Year,2004-05,82,44,38,0.537,48.2,37.1,80.8,0.459,4.8,14.0,0.345,17.7,22.2,0.796,11.5,31.5,43.0,23.4,13.2,5.6,5.5,3.9,21.6,0.0,96.8,1.5,1,7,9,8,18,13,18,10,13,12,13,13,17,4,16,6,6,9,4,22,5,2,14,21,15,7,210,2004-05,0
14,By Year,2003-04,82,58,24,0.707,48.2,37.0,80.1,0.462,4.0,10.9,0.363,16.6,21.3,0.781,10.7,32.3,42.9,23.0,12.7,6.8,5.6,3.6,21.1,0.1,94.5,5.5,1,1,1,1,19,14,19,6,16,18,4,21,20,8,18,1,7,11,2,15,3,1,11,19,20,1,210,2003-04,1
15,By Year,2002-03,82,51,31,0.622,48.3,38.7,83.0,0.466,3.6,9.8,0.368,17.1,22.3,0.77,11.7,31.9,43.6,25.2,13.7,6.7,5.3,4.9,20.8,0.0,98.1,2.1,1,2,3,2,9,6,13,4,20,20,3,16,16,13,13,3,5,3,6,17,8,8,10,20,10,6,210,2002-03,1
16,By Year,2001-02,82,50,32,0.61,48.3,38.7,84.0,0.461,4.8,12.8,0.378,17.1,21.4,0.798,12.9,31.2,44.2,24.3,13.4,6.4,5.2,5.0,21.2,0.1,99.3,3.4,1,3,5,3,9,5,8,8,12,15,1,17,19,3,4,8,3,6,5,20,9,9,12,18,7,2,210,2001-02,1
17,By Year,2000-01,82,47,35,0.573,48.4,38.4,83.8,0.458,3.9,11.0,0.357,16.6,21.2,0.785,12.2,30.1,42.3,25.4,13.9,8.3,5.6,4.4,23.2,0.0,97.3,1.4,1,5,7,5,8,8,9,11,17,17,6,20,21,7,7,15,13,2,7,5,4,4,20,22,14,8,210,2000-01,1
18,By Year,1999-00,82,50,32,0.61,48.5,39.3,84.3,0.467,3.0,8.7,0.346,16.8,21.6,0.78,12.4,30.1,42.5,26.9,13.9,7.6,5.4,4.2,23.3,2.3,98.5,2.5,1,3,5,3,4,3,7,3,21,21,12,19,18,9,6,14,11,1,9,10,7,3,21,14,8,4,210,1999-00,1
19,By Year,1998-99,50,25,25,0.5,48.1,36.8,86.5,0.425,2.4,8.2,0.298,17.0,22.9,0.743,15.1,27.8,42.9,24.4,12.8,8.5,5.4,5.2,23.7,0.1,92.9,0.4,22,17,2,9,22,15,2,22,22,22,22,18,15,19,1,22,8,5,3,3,6,13,22,17,21,10,210,1998-99,1
20,By Year,1997-98,82,45,37,0.549,48.7,38.5,83.5,0.461,3.7,10.6,0.347,20.4,27.5,0.743,13.0,29.6,42.6,25.2,13.9,7.8,5.2,5.0,22.9,0.3,101.1,0.7,1,6,8,7,3,7,10,7,19,19,11,3,2,20,3,17,10,4,8,9,9,10,17,15,5,9,210,1997-98,1
21,By Year,1996-97,82,40,42,0.488,49.8,35.8,78.5,0.456,4.5,13.3,0.34,20.0,26.6,0.751,11.7,28.1,39.7,22.9,15.2,7.5,6.8,5.4,20.7,0.2,96.1,-1.5,1,8,11,10,1,20,21,12,15,13,16,5,4,17,14,21,21,12,18,11,1,15,8,16,16,12,210,1996-97,1
0,By Year,2017-18,70,22,48,0.314,48.4,38.1,87.1,0.438,12.3,35.0,0.351,17.6,22.6,0.779,10.1,34.7,44.8,23.2,15.2,6.1,4.3,5.7,20.6,19.7,106.1,-4.2,20,17,13,18,8,2,1,15,1,1,8,15,19,5,18,2,2,5,20,20,13,17,6,11,1,14,210,2017-18,0
1,By Year,2016-17,82,20,62,0.244,48.2,37.8,85.2,0.444,10.7,31.6,0.338,19.4,24.6,0.788,8.8,35.1,43.9,21.4,16.5,7.2,4.7,5.6,21.0,20.4,105.8,-6.7,1,20,21,21,17,3,3,8,2,2,13,7,11,1,21,1,3,10,22,14,10,16,8,7,2,20,210,2016-17,0
2,By Year,2015-16,82,21,61,0.256,48.2,38.2,84.4,0.453,6.5,18.4,0.352,15.7,20.7,0.757,10.5,31.9,42.4,22.3,14.8,7.6,4.0,5.2,18.0,18.4,98.6,-7.4,1,19,20,20,17,1,5,3,9,9,7,22,22,13,13,4,9,8,14,11,15,14,1,13,4,21,210,2015-16,0
3,By Year,2014-15,82,38,44,0.463,48.6,37.4,83.0,0.451,6.6,19.9,0.331,16.6,22.2,0.748,10.3,32.0,42.4,20.9,13.8,7.0,4.1,4.5,19.3,20.0,98.0,-2.9,1,10,11,10,3,4,9,4,8,8,19,21,20,16,17,3,10,13,4,15,14,5,4,9,7,12,210,2014-15,1
4,By Year,2013-14,82,44,38,0.537,48.5,35.7,77.9,0.459,8.6,23.4,0.369,18.4,24.4,0.753,8.8,29.4,38.1,20.9,14.5,8.6,3.8,4.1,21.7,20.8,98.5,-1.0,1,6,7,6,5,10,19,1,3,3,2,13,13,14,21,14,22,14,10,7,19,2,12,5,5,8,210,2013-14,1
5,By Year,2012-13,82,49,33,0.598,48.4,35.9,79.8,0.45,7.7,21.5,0.357,17.5,23.9,0.731,12.8,30.0,42.8,20.3,14.7,7.3,4.8,4.8,18.3,21.4,96.9,1.8,1,2,2,2,9,9,15,5,6,5,5,16,15,21,4,11,7,17,11,13,7,8,2,4,11,4,210,2012-13,1
6,By Year,2011-12,66,22,44,0.333,48.2,34.3,80.6,0.425,7.7,22.4,0.342,16.9,21.7,0.777,11.9,28.5,40.3,19.9,15.1,7.5,3.9,5.0,19.2,19.3,93.1,-6.0,21,17,11,14,20,18,11,19,5,4,12,20,21,6,8,20,17,19,19,12,16,11,3,12,17,18,210,2011-12,0
7,By Year,2010-11,82,24,58,0.293,48.8,35.6,81.0,0.44,5.6,16.3,0.343,17.4,22.9,0.759,11.1,29.8,40.8,21.0,14.0,5.6,4.7,4.6,22.0,20.0,94.2,-6.2,1,16,19,19,2,12,10,14,14,14,11,17,17,10,10,12,14,12,5,22,11,7,13,10,15,19,210,2010-11,0
8,By Year,2009-10,82,12,70,0.146,48.2,34.3,79.9,0.429,4.6,14.5,0.318,19.2,24.6,0.78,10.9,28.8,39.7,18.8,14.4,7.0,4.8,5.1,20.0,20.1,92.4,-9.1,1,22,22,22,14,16,13,17,17,17,22,9,12,3,12,17,19,21,8,16,5,12,5,8,18,22,210,2009-10,0
9,By Year,2008-09,82,34,48,0.415,48.4,35.7,79.7,0.448,8.0,21.2,0.376,18.8,24.1,0.779,10.4,29.5,39.8,20.0,13.1,6.8,4.8,4.8,22.4,20.5,98.1,-2.4,1,11,13,11,10,11,16,6,4,6,1,12,14,4,16,13,18,18,1,17,7,9,14,6,6,11,210,2008-09,0
10,By Year,2007-08,82,34,48,0.415,48.4,34.8,78.7,0.443,6.1,17.4,0.348,20.1,27.3,0.736,11.1,30.7,41.9,23.5,15.0,6.4,4.8,4.4,22.6,22.4,95.8,-5.1,1,11,13,11,10,15,17,9,10,11,9,4,2,19,9,8,11,4,17,19,9,3,15,3,13,17,210,2007-08,0
11,By Year,2006-07,82,41,41,0.5,48.5,35.5,77.8,0.457,7.4,20.4,0.363,19.1,26.3,0.727,10.0,30.8,40.8,23.9,14.8,6.1,3.3,4.5,22.8,23.0,97.6,-0.8,1,9,10,9,5,13,20,2,7,7,3,10,5,22,19,7,15,3,14,21,22,4,17,2,9,7,210,2006-07,1
12,By Year,2005-06,82,49,33,0.598,48.2,33.9,77.0,0.44,5.8,17.6,0.33,20.2,26.7,0.758,10.0,31.0,41.0,23.0,13.6,6.8,3.4,4.0,23.2,23.0,93.8,1.4,1,2,2,2,14,20,22,13,12,10,21,3,4,11,19,5,12,7,2,18,21,1,18,1,16,6,210,2005-06,1
13,By Year,2004-05,82,42,40,0.512,48.5,33.6,78.3,0.429,5.3,14.7,0.362,19.0,24.9,0.763,10.4,29.1,39.5,21.6,14.2,7.9,3.8,4.9,24.2,0.0,91.4,-1.5,1,8,9,8,4,22,18,18,15,15,4,11,9,8,15,15,21,9,6,9,20,10,22,21,20,10,210,2004-05,1
